CVE_ID,Product,CVSS_Score,Historical_Attack_Data,Exploit_Status,Patch_Availability,Description,Severity,Timestamp
CVE-2020-14882,Oracle WebLogic Server,7.5,92,No,Not Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.3
CVE-2020-17087,Microsoft Windows Kernel,9.5,43,No,Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:06.3
CVE-2021-22986,F5 BIG-IP,6.4,23,Yes,Available,Real CVE affecting F5 BIG-IP,High,02:06.3
CVE-2021-26855,Microsoft Exchange Server,9.8,66,No,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2021-21972,VMware vCenter Server,8.1,60,Yes,Available,Real CVE affecting VMware vCenter Server,Low,02:06.3
CVE-2021-34473,Microsoft Exchange Server,5.5,47,Yes,Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.3
CVE-2021-34527,Microsoft Windows Print Spooler,7.6,23,Yes,Available,Real CVE affecting Microsoft Windows Print Spooler,Critical,02:06.3
CVE-2021-40444,Microsoft MSHTML,9.6,32,Yes,Available,Real CVE affecting Microsoft MSHTML,High,02:06.3
CVE-2022-0185,Linux Kernel,5.1,19,No,Available,Real CVE affecting Linux Kernel,High,02:06.3
CVE-2022-22965,Spring Framework,8.6,44,Yes,Not Available,Real CVE affecting Spring Framework,Critical,02:06.3
CVE-2022-26134,Atlassian Confluence,5.2,23,Yes,Available,Real CVE affecting Atlassian Confluence,High,02:06.3
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,7,27,Yes,Not Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Critical,02:06.3
CVE-2022-3602,OpenSSL,9.1,21,Yes,Available,Real CVE affecting OpenSSL,Critical,02:06.3
CVE-2022-40684,Fortinet FortiOS,5.5,66,Yes,Not Available,Real CVE affecting Fortinet FortiOS,Low,02:06.3
CVE-2022-47966,Zoho ManageEngine,9.9,48,No,Not Available,Real CVE affecting Zoho ManageEngine,Critical,02:06.3
CVE-2023-0464,OpenSSL,6.2,29,No,Available,Real CVE affecting OpenSSL,Medium,02:06.3
CVE-2023-23397,Microsoft Outlook,9,79,No,Not Available,Real CVE affecting Microsoft Outlook,Low,02:06.3
CVE-2023-27350,PaperCut NG/MF,9.8,13,Yes,Not Available,Real CVE affecting PaperCut NG/MF,Low,02:06.3
CVE-2023-28252,Microsoft Windows Common Log File System,5.1,70,No,Available,Real CVE affecting Microsoft Windows Common Log File System,High,02:06.3
CVE-2023-2868,Barracuda ESG,5.3,67,No,Available,Real CVE affecting Barracuda ESG,Medium,02:06.3
CVE-2023-3519,Citrix NetScaler ADC,5.6,50,Yes,Available,Real CVE affecting Citrix NetScaler ADC,Low,02:06.3
CVE-2023-36884,Microsoft Office,9.8,12,No,Not Available,Real CVE affecting Microsoft Office,Medium,02:06.3
CVE-2023-40044,Progress MOVEit Transfer,9.4,46,No,Available,Real CVE affecting Progress MOVEit Transfer,High,02:06.3
CVE-2023-42793,JetBrains TeamCity,6,60,Yes,Not Available,Real CVE affecting JetBrains TeamCity,Critical,02:06.3
CVE-2023-42795,Google Chrome,5.4,54,Yes,Available,Real CVE affecting Google Chrome,Critical,02:06.3
CVE-2023-44487,HTTP/2 Protocol,5.7,76,No,Not Available,Real CVE affecting HTTP/2 Protocol,High,02:06.3
CVE-2023-4911,GNU C Library (glibc),6.9,50,No,Available,Real CVE affecting GNU C Library (glibc),Low,02:06.3
CVE-2020-5902,F5 BIG-IP,7.1,20,No,Available,Real CVE affecting F5 BIG-IP,Low,02:06.3
CVE-2021-3156,Sudo,7.2,22,No,Available,Real CVE affecting Sudo,Critical,02:06.3
CVE-2020-3452,Cisco ASA,7,22,No,Available,Real CVE affecting Cisco ASA,High,02:06.3
CVE-2020-2551,Oracle WebLogic Server,7.9,19,Yes,Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.3
CVE-2020-5135,SonicWall VPN,8.9,27,No,Not Available,Real CVE affecting SonicWall VPN,Low,02:06.3
CVE-2021-44228,Apache Log4j,7,23,No,Available,Real CVE affecting Apache Log4j,Low,02:06.3
CVE-2021-45046,Apache Log4j,6.5,10,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.3
CVE-2021-45105,Apache Log4j,9.7,33,No,Available,Real CVE affecting Apache Log4j,Low,02:06.3
CVE-2021-4104,Apache Log4j,9.2,54,Yes,Available,Real CVE affecting Apache Log4j,High,02:06.3
CVE-2021-44832,Apache Log4j,9.5,22,Yes,Available,Real CVE affecting Apache Log4j,High,02:06.3
CVE-2023-22515,Atlassian Confluence,5.7,64,Yes,Available,Real CVE affecting Atlassian Confluence,High,02:06.3
CVE-2023-22518,Atlassian Confluence,5.1,37,No,Available,Real CVE affecting Atlassian Confluence,Low,02:06.3
CVE-2021-35211,SolarWinds Serv-U,5.1,68,No,Available,Real CVE affecting SolarWinds Serv-U,High,02:06.3
CVE-2020-14750,Oracle WebLogic Server,9.4,22,Yes,Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.3
CVE-2021-38647,Azure OMI,6.9,60,No,Available,Real CVE affecting Azure OMI,Low,02:06.3
CVE-2021-42321,Microsoft Exchange Server,6.4,29,No,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2022-0847,Linux Kernel,9.7,50,Yes,Not Available,Real CVE affecting Linux Kernel,Critical,02:06.3
CVE-2021-26084,Atlassian Confluence,8.9,37,No,Not Available,Real CVE affecting Atlassian Confluence,Medium,02:06.3
CVE-2021-34523,Microsoft Exchange Server,9.7,71,Yes,Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.3
CVE-2020-0601,Microsoft Windows,6.2,62,Yes,Not Available,Real CVE affecting Microsoft Windows,High,02:06.3
CVE-2020-0796,Microsoft Windows,9.5,66,Yes,Available,Real CVE affecting Microsoft Windows,Medium,02:06.3
CVE-2020-1350,Microsoft Windows DNS Server,7.7,13,No,Available,Real CVE affecting Microsoft Windows DNS Server,Medium,02:06.3
CVE-2020-1472,Microsoft Netlogon,6.3,90,No,Not Available,Real CVE affecting Microsoft Netlogon,Low,02:06.3
CVE-2020-14882,Oracle WebLogic Server,7.9,68,No,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.3
CVE-2020-17087,Microsoft Windows Kernel,6.4,90,No,Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:06.3
CVE-2021-22986,F5 BIG-IP,9.8,26,No,Not Available,Real CVE affecting F5 BIG-IP,Low,02:06.3
CVE-2021-26855,Microsoft Exchange Server,5,35,Yes,Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.3
CVE-2021-21972,VMware vCenter Server,8.4,33,Yes,Available,Real CVE affecting VMware vCenter Server,Low,02:06.3
CVE-2021-34473,Microsoft Exchange Server,6.8,75,No,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2021-34527,Microsoft Windows Print Spooler,7.1,30,Yes,Not Available,Real CVE affecting Microsoft Windows Print Spooler,Low,02:06.3
CVE-2021-40444,Microsoft MSHTML,7.3,62,Yes,Not Available,Real CVE affecting Microsoft MSHTML,Low,02:06.3
CVE-2022-0185,Linux Kernel,5.1,39,No,Not Available,Real CVE affecting Linux Kernel,Low,02:06.3
CVE-2022-22965,Spring Framework,8.7,13,Yes,Not Available,Real CVE affecting Spring Framework,High,02:06.3
CVE-2022-26134,Atlassian Confluence,8.4,53,Yes,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:06.3
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,8.4,66,No,Not Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Low,02:06.3
CVE-2022-3602,OpenSSL,9,87,Yes,Not Available,Real CVE affecting OpenSSL,Critical,02:06.3
CVE-2022-40684,Fortinet FortiOS,7.4,71,No,Not Available,Real CVE affecting Fortinet FortiOS,High,02:06.3
CVE-2022-47966,Zoho ManageEngine,5.7,89,No,Available,Real CVE affecting Zoho ManageEngine,Medium,02:06.3
CVE-2023-0464,OpenSSL,9.1,13,Yes,Available,Real CVE affecting OpenSSL,High,02:06.3
CVE-2023-23397,Microsoft Outlook,9.9,53,Yes,Available,Real CVE affecting Microsoft Outlook,Critical,02:06.3
CVE-2023-27350,PaperCut NG/MF,5.4,61,Yes,Not Available,Real CVE affecting PaperCut NG/MF,Low,02:06.3
CVE-2023-28252,Microsoft Windows Common Log File System,8.3,30,Yes,Available,Real CVE affecting Microsoft Windows Common Log File System,Low,02:06.3
CVE-2023-2868,Barracuda ESG,7.3,57,No,Available,Real CVE affecting Barracuda ESG,High,02:06.3
CVE-2023-3519,Citrix NetScaler ADC,7.3,54,No,Not Available,Real CVE affecting Citrix NetScaler ADC,Low,02:06.3
CVE-2023-36884,Microsoft Office,9.6,21,Yes,Not Available,Real CVE affecting Microsoft Office,High,02:06.3
CVE-2023-40044,Progress MOVEit Transfer,9.3,37,No,Not Available,Real CVE affecting Progress MOVEit Transfer,Critical,02:06.3
CVE-2023-42793,JetBrains TeamCity,8.2,74,Yes,Not Available,Real CVE affecting JetBrains TeamCity,High,02:06.3
CVE-2023-42795,Google Chrome,9.5,49,No,Not Available,Real CVE affecting Google Chrome,Medium,02:06.3
CVE-2023-44487,HTTP/2 Protocol,6.4,27,Yes,Available,Real CVE affecting HTTP/2 Protocol,Critical,02:06.3
CVE-2023-4911,GNU C Library (glibc),8.3,33,No,Available,Real CVE affecting GNU C Library (glibc),Critical,02:06.3
CVE-2020-5902,F5 BIG-IP,5.6,79,Yes,Not Available,Real CVE affecting F5 BIG-IP,Low,02:06.3
CVE-2021-3156,Sudo,8.5,12,No,Available,Real CVE affecting Sudo,High,02:06.3
CVE-2020-3452,Cisco ASA,6.4,59,Yes,Available,Real CVE affecting Cisco ASA,Medium,02:06.3
CVE-2020-2551,Oracle WebLogic Server,5.3,39,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.3
CVE-2020-5135,SonicWall VPN,9.1,30,No,Not Available,Real CVE affecting SonicWall VPN,Critical,02:06.3
CVE-2021-44228,Apache Log4j,8.3,16,Yes,Available,Real CVE affecting Apache Log4j,Critical,02:06.3
CVE-2021-45046,Apache Log4j,6.5,65,Yes,Available,Real CVE affecting Apache Log4j,High,02:06.3
CVE-2021-45105,Apache Log4j,5.1,89,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.3
CVE-2021-4104,Apache Log4j,6.5,74,Yes,Available,Real CVE affecting Apache Log4j,Low,02:06.3
CVE-2021-44832,Apache Log4j,7.5,94,Yes,Not Available,Real CVE affecting Apache Log4j,Low,02:06.3
CVE-2023-22515,Atlassian Confluence,9.5,13,No,Available,Real CVE affecting Atlassian Confluence,High,02:06.3
CVE-2023-22518,Atlassian Confluence,8.1,92,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:06.3
CVE-2021-35211,SolarWinds Serv-U,8.8,35,Yes,Not Available,Real CVE affecting SolarWinds Serv-U,Critical,02:06.3
CVE-2020-14750,Oracle WebLogic Server,8.5,33,No,Not Available,Real CVE affecting Oracle WebLogic Server,High,02:06.3
CVE-2021-38647,Azure OMI,6.3,85,Yes,Not Available,Real CVE affecting Azure OMI,High,02:06.3
CVE-2021-42321,Microsoft Exchange Server,7.7,56,No,Not Available,Real CVE affecting Microsoft Exchange Server,High,02:06.3
CVE-2022-0847,Linux Kernel,9.5,29,No,Available,Real CVE affecting Linux Kernel,Critical,02:06.3
CVE-2021-26084,Atlassian Confluence,5,70,No,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:06.3
CVE-2021-34523,Microsoft Exchange Server,5.7,84,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2020-0601,Microsoft Windows,9.7,47,Yes,Not Available,Real CVE affecting Microsoft Windows,Critical,02:06.3
CVE-2020-0796,Microsoft Windows,5.6,44,No,Available,Real CVE affecting Microsoft Windows,High,02:06.3
CVE-2020-1350,Microsoft Windows DNS Server,5,78,Yes,Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:06.3
CVE-2020-1472,Microsoft Netlogon,5.9,27,Yes,Not Available,Real CVE affecting Microsoft Netlogon,Medium,02:06.3
CVE-2020-14882,Oracle WebLogic Server,8.1,80,No,Available,Real CVE affecting Oracle WebLogic Server,Critical,02:06.3
CVE-2020-17087,Microsoft Windows Kernel,9.5,41,No,Available,Real CVE affecting Microsoft Windows Kernel,Critical,02:06.3
CVE-2021-22986,F5 BIG-IP,5.2,66,Yes,Not Available,Real CVE affecting F5 BIG-IP,Low,02:06.3
CVE-2021-26855,Microsoft Exchange Server,6.1,13,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.3
CVE-2021-21972,VMware vCenter Server,5.4,78,No,Available,Real CVE affecting VMware vCenter Server,Medium,02:06.3
CVE-2021-34473,Microsoft Exchange Server,9.6,83,Yes,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2021-34527,Microsoft Windows Print Spooler,7.2,15,Yes,Available,Real CVE affecting Microsoft Windows Print Spooler,Low,02:06.3
CVE-2021-40444,Microsoft MSHTML,9.3,35,Yes,Not Available,Real CVE affecting Microsoft MSHTML,High,02:06.3
CVE-2022-0185,Linux Kernel,9.9,29,No,Not Available,Real CVE affecting Linux Kernel,Medium,02:06.3
CVE-2022-22965,Spring Framework,7.3,58,No,Not Available,Real CVE affecting Spring Framework,High,02:06.3
CVE-2022-26134,Atlassian Confluence,6.9,27,Yes,Available,Real CVE affecting Atlassian Confluence,Medium,02:06.3
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,9.4,77,Yes,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,High,02:06.3
CVE-2022-3602,OpenSSL,10,29,No,Available,Real CVE affecting OpenSSL,High,02:06.3
CVE-2022-40684,Fortinet FortiOS,7.7,73,Yes,Not Available,Real CVE affecting Fortinet FortiOS,Critical,02:06.3
CVE-2022-47966,Zoho ManageEngine,6.8,49,Yes,Not Available,Real CVE affecting Zoho ManageEngine,Critical,02:06.3
CVE-2023-0464,OpenSSL,5.4,68,No,Not Available,Real CVE affecting OpenSSL,Critical,02:06.3
CVE-2023-23397,Microsoft Outlook,7.5,16,No,Available,Real CVE affecting Microsoft Outlook,Medium,02:06.3
CVE-2023-27350,PaperCut NG/MF,6.7,82,No,Available,Real CVE affecting PaperCut NG/MF,High,02:06.3
CVE-2023-28252,Microsoft Windows Common Log File System,6.9,74,No,Not Available,Real CVE affecting Microsoft Windows Common Log File System,Low,02:06.3
CVE-2023-2868,Barracuda ESG,5.6,93,No,Not Available,Real CVE affecting Barracuda ESG,Low,02:06.3
CVE-2023-3519,Citrix NetScaler ADC,7.2,32,Yes,Available,Real CVE affecting Citrix NetScaler ADC,High,02:06.3
CVE-2023-36884,Microsoft Office,7.6,94,Yes,Available,Real CVE affecting Microsoft Office,Medium,02:06.3
CVE-2023-40044,Progress MOVEit Transfer,6.1,28,No,Not Available,Real CVE affecting Progress MOVEit Transfer,Medium,02:06.3
CVE-2023-42793,JetBrains TeamCity,8.4,80,Yes,Available,Real CVE affecting JetBrains TeamCity,High,02:06.3
CVE-2023-42795,Google Chrome,8.6,33,Yes,Not Available,Real CVE affecting Google Chrome,Low,02:06.3
CVE-2023-44487,HTTP/2 Protocol,5.6,60,No,Available,Real CVE affecting HTTP/2 Protocol,High,02:06.3
CVE-2023-4911,GNU C Library (glibc),9.3,85,Yes,Available,Real CVE affecting GNU C Library (glibc),Low,02:06.3
CVE-2020-5902,F5 BIG-IP,6.6,45,No,Available,Real CVE affecting F5 BIG-IP,Low,02:06.3
CVE-2021-3156,Sudo,5.6,60,No,Not Available,Real CVE affecting Sudo,High,02:06.3
CVE-2020-3452,Cisco ASA,9.6,83,Yes,Available,Real CVE affecting Cisco ASA,Critical,02:06.3
CVE-2020-2551,Oracle WebLogic Server,6.2,67,No,Not Available,Real CVE affecting Oracle WebLogic Server,High,02:06.3
CVE-2020-5135,SonicWall VPN,8.2,79,Yes,Available,Real CVE affecting SonicWall VPN,High,02:06.3
CVE-2021-44228,Apache Log4j,9.1,47,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:06.3
CVE-2021-45046,Apache Log4j,6.7,33,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.3
CVE-2021-45105,Apache Log4j,6.1,50,No,Available,Real CVE affecting Apache Log4j,Low,02:06.3
CVE-2021-4104,Apache Log4j,7.4,49,No,Available,Real CVE affecting Apache Log4j,High,02:06.3
CVE-2021-44832,Apache Log4j,7,46,No,Available,Real CVE affecting Apache Log4j,High,02:06.3
CVE-2023-22515,Atlassian Confluence,7.7,60,Yes,Available,Real CVE affecting Atlassian Confluence,Medium,02:06.3
CVE-2023-22518,Atlassian Confluence,9.7,38,Yes,Available,Real CVE affecting Atlassian Confluence,Medium,02:06.3
CVE-2021-35211,SolarWinds Serv-U,8.4,82,Yes,Not Available,Real CVE affecting SolarWinds Serv-U,Low,02:06.3
CVE-2020-14750,Oracle WebLogic Server,8.5,19,No,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.3
CVE-2021-38647,Azure OMI,7.7,26,Yes,Not Available,Real CVE affecting Azure OMI,High,02:06.3
CVE-2021-42321,Microsoft Exchange Server,8,27,Yes,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2022-0847,Linux Kernel,7.3,50,No,Not Available,Real CVE affecting Linux Kernel,High,02:06.3
CVE-2021-26084,Atlassian Confluence,5.3,54,Yes,Not Available,Real CVE affecting Atlassian Confluence,Low,02:06.3
CVE-2021-34523,Microsoft Exchange Server,9.2,28,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.3
CVE-2020-0601,Microsoft Windows,9.2,33,No,Not Available,Real CVE affecting Microsoft Windows,Medium,02:06.3
CVE-2020-0796,Microsoft Windows,7.7,81,Yes,Not Available,Real CVE affecting Microsoft Windows,High,02:06.3
CVE-2020-1350,Microsoft Windows DNS Server,8.6,85,No,Not Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:06.3
CVE-2020-1472,Microsoft Netlogon,8.1,43,Yes,Not Available,Real CVE affecting Microsoft Netlogon,Critical,02:06.3
CVE-2020-14882,Oracle WebLogic Server,6.2,56,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.3
CVE-2020-17087,Microsoft Windows Kernel,7.1,20,Yes,Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:06.3
CVE-2021-22986,F5 BIG-IP,8.1,90,No,Not Available,Real CVE affecting F5 BIG-IP,High,02:06.3
CVE-2021-26855,Microsoft Exchange Server,7.9,70,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.3
CVE-2021-21972,VMware vCenter Server,8.7,24,No,Available,Real CVE affecting VMware vCenter Server,Low,02:06.3
CVE-2021-34473,Microsoft Exchange Server,9.7,66,Yes,Available,Real CVE affecting Microsoft Exchange Server,High,02:06.3
CVE-2021-34527,Microsoft Windows Print Spooler,6.8,81,Yes,Not Available,Real CVE affecting Microsoft Windows Print Spooler,Low,02:06.3
CVE-2021-40444,Microsoft MSHTML,7.7,84,Yes,Not Available,Real CVE affecting Microsoft MSHTML,High,02:06.3
CVE-2022-0185,Linux Kernel,7.3,87,Yes,Not Available,Real CVE affecting Linux Kernel,High,02:06.3
CVE-2022-22965,Spring Framework,7.9,77,No,Available,Real CVE affecting Spring Framework,Critical,02:06.3
CVE-2022-26134,Atlassian Confluence,5.2,15,No,Available,Real CVE affecting Atlassian Confluence,Critical,02:06.3
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,9.9,82,Yes,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Low,02:06.3
CVE-2022-3602,OpenSSL,8,54,Yes,Available,Real CVE affecting OpenSSL,Low,02:06.3
CVE-2022-40684,Fortinet FortiOS,5.8,77,Yes,Available,Real CVE affecting Fortinet FortiOS,High,02:06.3
CVE-2022-47966,Zoho ManageEngine,7.3,80,No,Not Available,Real CVE affecting Zoho ManageEngine,Medium,02:06.3
CVE-2023-0464,OpenSSL,9.3,72,Yes,Not Available,Real CVE affecting OpenSSL,Low,02:06.3
CVE-2023-23397,Microsoft Outlook,6.1,20,No,Not Available,Real CVE affecting Microsoft Outlook,High,02:06.3
CVE-2023-27350,PaperCut NG/MF,8.1,26,No,Not Available,Real CVE affecting PaperCut NG/MF,Medium,02:06.3
CVE-2023-28252,Microsoft Windows Common Log File System,7.4,90,No,Not Available,Real CVE affecting Microsoft Windows Common Log File System,Low,02:06.3
CVE-2023-2868,Barracuda ESG,7.2,86,No,Not Available,Real CVE affecting Barracuda ESG,High,02:06.3
CVE-2023-3519,Citrix NetScaler ADC,9.2,25,Yes,Not Available,Real CVE affecting Citrix NetScaler ADC,Critical,02:06.3
CVE-2023-36884,Microsoft Office,8.8,63,No,Available,Real CVE affecting Microsoft Office,Low,02:06.3
CVE-2023-40044,Progress MOVEit Transfer,9.8,31,Yes,Not Available,Real CVE affecting Progress MOVEit Transfer,Medium,02:06.3
CVE-2023-42793,JetBrains TeamCity,9.7,10,No,Available,Real CVE affecting JetBrains TeamCity,Medium,02:06.3
CVE-2023-42795,Google Chrome,9.8,89,No,Available,Real CVE affecting Google Chrome,High,02:06.3
CVE-2023-44487,HTTP/2 Protocol,9.9,43,Yes,Available,Real CVE affecting HTTP/2 Protocol,Medium,02:06.3
CVE-2023-4911,GNU C Library (glibc),5.2,62,Yes,Not Available,Real CVE affecting GNU C Library (glibc),High,02:06.3
CVE-2020-5902,F5 BIG-IP,5.8,90,Yes,Not Available,Real CVE affecting F5 BIG-IP,High,02:06.3
CVE-2021-3156,Sudo,9,42,No,Not Available,Real CVE affecting Sudo,High,02:06.3
CVE-2020-3452,Cisco ASA,7,53,No,Not Available,Real CVE affecting Cisco ASA,High,02:06.3
CVE-2020-2551,Oracle WebLogic Server,6,60,No,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.3
CVE-2020-5135,SonicWall VPN,7.1,42,Yes,Available,Real CVE affecting SonicWall VPN,Medium,02:06.3
CVE-2021-44228,Apache Log4j,6.3,25,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.3
CVE-2021-45046,Apache Log4j,8,39,No,Available,Real CVE affecting Apache Log4j,Medium,02:06.3
CVE-2021-45105,Apache Log4j,9.9,31,Yes,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.3
CVE-2021-4104,Apache Log4j,9.9,73,Yes,Available,Real CVE affecting Apache Log4j,Low,02:06.3
CVE-2021-44832,Apache Log4j,9.3,71,Yes,Available,Real CVE affecting Apache Log4j,High,02:06.3
CVE-2023-22515,Atlassian Confluence,8,14,No,Available,Real CVE affecting Atlassian Confluence,Medium,02:06.3
CVE-2023-22518,Atlassian Confluence,5.1,64,No,Not Available,Real CVE affecting Atlassian Confluence,Low,02:06.3
CVE-2021-35211,SolarWinds Serv-U,5.4,17,No,Not Available,Real CVE affecting SolarWinds Serv-U,High,02:06.3
CVE-2020-14750,Oracle WebLogic Server,5.5,19,Yes,Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.3
CVE-2021-38647,Azure OMI,5.7,27,No,Available,Real CVE affecting Azure OMI,Critical,02:06.3
CVE-2021-42321,Microsoft Exchange Server,8.5,22,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,High,02:06.3
CVE-2022-0847,Linux Kernel,9.5,53,No,Not Available,Real CVE affecting Linux Kernel,High,02:06.3
CVE-2021-26084,Atlassian Confluence,9,43,No,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:06.3
CVE-2021-34523,Microsoft Exchange Server,8.5,21,Yes,Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.3
CVE-2020-0601,Microsoft Windows,7.6,82,Yes,Not Available,Real CVE affecting Microsoft Windows,Medium,02:06.3
CVE-2020-0796,Microsoft Windows,8,47,Yes,Not Available,Real CVE affecting Microsoft Windows,Medium,02:06.3
CVE-2020-1350,Microsoft Windows DNS Server,7.9,81,Yes,Not Available,Real CVE affecting Microsoft Windows DNS Server,Medium,02:06.3
CVE-2020-1472,Microsoft Netlogon,5.5,69,Yes,Not Available,Real CVE affecting Microsoft Netlogon,Medium,02:06.3
CVE-2020-14882,Oracle WebLogic Server,7.3,45,No,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.3
CVE-2020-17087,Microsoft Windows Kernel,7.5,52,No,Available,Real CVE affecting Microsoft Windows Kernel,Low,02:06.3
CVE-2021-22986,F5 BIG-IP,8.8,80,No,Not Available,Real CVE affecting F5 BIG-IP,High,02:06.3
CVE-2021-26855,Microsoft Exchange Server,9.8,36,No,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.3
CVE-2021-21972,VMware vCenter Server,9.9,43,Yes,Not Available,Real CVE affecting VMware vCenter Server,Low,02:06.3
CVE-2021-34473,Microsoft Exchange Server,9.9,83,No,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.3
CVE-2021-34527,Microsoft Windows Print Spooler,6.7,47,No,Not Available,Real CVE affecting Microsoft Windows Print Spooler,High,02:06.3
CVE-2021-40444,Microsoft MSHTML,7.5,28,Yes,Available,Real CVE affecting Microsoft MSHTML,Medium,02:06.3
CVE-2022-0185,Linux Kernel,6.9,59,Yes,Available,Real CVE affecting Linux Kernel,Low,02:06.3
CVE-2022-22965,Spring Framework,9.7,19,No,Available,Real CVE affecting Spring Framework,High,02:06.3
CVE-2022-26134,Atlassian Confluence,5.3,72,Yes,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:06.3
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,9.5,35,No,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Medium,02:06.3
CVE-2022-3602,OpenSSL,6.6,53,Yes,Not Available,Real CVE affecting OpenSSL,Medium,02:06.3
CVE-2022-40684,Fortinet FortiOS,5.2,34,No,Not Available,Real CVE affecting Fortinet FortiOS,Low,02:06.3
CVE-2022-47966,Zoho ManageEngine,7.4,53,Yes,Not Available,Real CVE affecting Zoho ManageEngine,Critical,02:06.3
CVE-2023-0464,OpenSSL,9.1,29,No,Available,Real CVE affecting OpenSSL,Critical,02:06.3
CVE-2023-23397,Microsoft Outlook,10,57,No,Not Available,Real CVE affecting Microsoft Outlook,Medium,02:06.3
CVE-2023-27350,PaperCut NG/MF,7.9,88,Yes,Not Available,Real CVE affecting PaperCut NG/MF,Critical,02:06.3
CVE-2023-28252,Microsoft Windows Common Log File System,10,34,Yes,Not Available,Real CVE affecting Microsoft Windows Common Log File System,High,02:06.3
CVE-2023-2868,Barracuda ESG,8,67,No,Not Available,Real CVE affecting Barracuda ESG,High,02:06.3
CVE-2023-3519,Citrix NetScaler ADC,5.1,67,No,Not Available,Real CVE affecting Citrix NetScaler ADC,Critical,02:06.3
CVE-2023-36884,Microsoft Office,9.5,45,Yes,Available,Real CVE affecting Microsoft Office,Critical,02:06.3
CVE-2023-40044,Progress MOVEit Transfer,6.1,30,Yes,Not Available,Real CVE affecting Progress MOVEit Transfer,Critical,02:06.3
CVE-2023-42793,JetBrains TeamCity,8.5,77,Yes,Available,Real CVE affecting JetBrains TeamCity,High,02:06.3
CVE-2023-42795,Google Chrome,8.7,62,Yes,Not Available,Real CVE affecting Google Chrome,High,02:06.3
CVE-2023-44487,HTTP/2 Protocol,7.2,77,Yes,Available,Real CVE affecting HTTP/2 Protocol,Medium,02:06.3
CVE-2023-4911,GNU C Library (glibc),7.3,19,Yes,Not Available,Real CVE affecting GNU C Library (glibc),High,02:06.3
CVE-2020-5902,F5 BIG-IP,6.6,77,Yes,Available,Real CVE affecting F5 BIG-IP,Low,02:06.3
CVE-2021-3156,Sudo,9.1,76,Yes,Not Available,Real CVE affecting Sudo,Critical,02:06.3
